ZONECODE,ITEM_CODE,DESCRIPTION,ITEM_SPECIFICATION
10,30988135,Set tapping pin head screw 25x8,
4,30988135,Sllotted Pan Head Tapping Screws to IS: 7173/1989- ISO 1481/83- ST-4.2 x 25-C.,
16,30988135,FIXING ARRANGEMENT FOR HDPE CHUTE TO DRG. NO.-,
12,30988147,U bolts for pipes [one set consisting of two No. of U bolts with nut & SPG Washer in assembled].,SPEC. IS :1363.
16,30988147,Set of 'U' Bolts for Pipes. One Set Consisting of (1) 'U' Bolt for 25mm Pipe Item No.1 of CRW/SK-AB-55 Qty.=19 Nos. (2) 'U' BOLT for 20mm Pipe Item No.2 of CRW/SK-AB-55 Qty.=17 Nos. with Nut & Spg. Washer in Assembled.  AS PER IS:1363.,
24,30988147,LOCKING PIN as per SCN-6-4-302 ITEM 17 ALT'g',
16,30988159,MODIFIED EQ. DEVICE FOR 2 FEET WIDE WINDOW TO DRG. NO.-,
24,30988159,ANGLE 3.15X54X80MM as per GS-7-1-001 ITEM 5 a/3,
16,30988160,"Set of Clamp in Assembled Condition. One Set Consisting of- Clamp 01 No. to Drg. No. EMU/M-3-5-077, Alt-3 with Screwing Piece-02 Nos. to Drg. No. T-0-3-802 Alt-4 & g IRS M-36, Item-4, Hex Head Screw M8X12 (Galvanized) -02 Nos. to Drg. No. T-3-2-803 Alt-5 & k, Item-9 & Spring Washer M-8 (Galvanized)-02 Nos. to Drg. No. T-3-2-803 Alt-5 & k, Item-10.",
1,30988160,SET OF RUBBER BUFFER SPRINGS FOR 1225 KGM CAPACITY BUFFERS(CONSISTING OF 4 RUBBER SPRING ELEMENTS)TO RDSO DRG NO SK-K2048 ALT NIL. MTRL AND SPECN AS PER RDSO SPECIFICATION NO.  C-K210 (REV.3)OF FEB.06. (THIS ITEM IS RESERVED FOR PROCUREMENT FROM RDSO APPROVED SOURCES ONLY).,
24,30988160,BRACKET as per WF SCN-7-1-004 ITEM-5 ALT 'h',
12,30988172,"POH KIT FOR BOGIE MOUNTED AIR BRAKE CYLINDER 203 MM., ONE SET CONSISTING 13 ITEMS AS PER ANNEXURE.",
4,30988172,"Rubber Buffer Spring for 1225 KgM capacity buffer for main line coaching stock to RDSO Drg. No. SK- K2048 Alt. Nil, and  RDSO Spec. No. C - K210 Rev. 3 of Feb. 2006.",
1,30988172,"POH KIT FOR BOGIE MOUNTED AIR BRAKE CYLINDER 203 MM. ONE KIT CONSISTING OF 13 ITEMS. RDSO SK 81200, ALT-5. 13 ITEMS IN SETS AS PER ANNEXURE ATTACHED.",
16,30988172,"POH KIT FOR BOGIE MOUNTED AIR BRAKE CYLINDER 203 MM TO DRG.NO.SK-81200, ALT.-5 ONE SET CONSISTING 13 ITEMS AS PER ANNEXURE.",
4,30988184,"25/18 KW 110V Brushless Alternator Axle Pully (FOR 16.25t Axle) to RDSO Drg. No. SKEL. 3652 Alt. 3, items 1 to 7, conforming to RDSO Spec. No. ELPS/SPEC/TL/13 of March' 98.",
1,30988184,FRP Lavatory Window Arrangement With non Lifting type Banjo Shutter to RCF DRG NO.CC-55144 Alt a.ITEM NO. 1 TO 7.,
12,30988184,"FRP lavatory window arrangement with non lifting type BENJO shutter to Drg.No. CC-55144, ALT.-a with FRP/SMC to STR No. RDSO/2007/CG-01, RDSO/2007/CG-02 [REV-1],RDSO/2007/CG-03 [REV-1].",
16,30988184,FRP Lavatory window arrangement with non lifting type BENJO shutter to Drg. no.-,
4,30988196,"V-Deep Groove Axle Pully (16.25T Axle) for 4.5 KW, 110/120V DC Brushless Alternator as per RDSO Drg. No. SKEL - 3883 Alt.- 5, Col.- I, item No. 1 to 7, without item no. 8 (Rubber Packing), conforming to RDSO Specn. No. RDSO/PE/SPEC/TL/0054 - 2003 (Rev.'O') with Amndt. No. 1 and 2 and RDSO Specn. No. ELPS/SPEC/TL/13 of March'98.",
1,30988196,"SET OF CLAMP ANGLES OF AIR BRAKE PIPE LINE CONSISTING OF 8 ITEMS AS UNDER. 1] Clamp angle for 25 mm pipe, Size: 88x40x5 mm to Drg No. CRW/AB-38, Alt-1,Item No.4, Qty - 06 Nos. 2] Clamp angle for 25 mm pipe, Size: 120x40x4 mm to Drg No. CRW/AB-51, Item No.4, Qty - 05 Nos. 3]  Clamp angle for 25 mm pipe, Size: 180x40x4 mm to Drg No. CRW/AB-51, Item No.2, Qty - 04 Nos. 4]  Clamp angle for 20 mm and 25 mm pipe, Size: 460x40x4 mm to Drg No. CRW/AB-51, Item No.1, Qty - 02 Nos. 5] Clamp angle for 20 mm pipe, Size: 120x40x4 mm to Drg No. CRW/AB-45, Item No.2, Qty - 02 Nos.",
16,30988196,"SET OF CLAMP OF AIR BRAKE PIPE LINE (CONSISTING OF 8 ITEM PER SET)  (1)clamp angle for 25 mm pipe, Size- 88x40x5mm to Drg.No.CRW/AB-38 alt.1,Item No.4=06 Nos.  (2)clamp angle for 25 mm pipe, Size- 120x40x4mm to Drg.No.CRW/AB-51,Item No.4=05 Nos. (3)clamp angle for 25 mm pipe, Size- 180x40x4mm to Drg.No.CRW/AB-51,Item No.2=04 Nos. (4)clamp angle for20mm& 25 mm pipe, Size- 460x40x4mm to Drg.No.CRW/AB-51,Item No.1=02 Nos. (5)clamp angle for 20 mm pipe, Size- 120x40x4mm to Drg.No.CRW/AB-45,Item No.2=02 Nos.  (6) clamp angle for 20 mm pipe, Size-148x40x4mm to Drg.No.CRW/AB-51,Item No.3=03 Nos.",
24,30988196,BRACKET FOR LAMP HOLDER as per GS-7-6-007 COL-II,
4,30988202,"Rubber Pad Deep groove Size- 18 mm x 210 mm x240 mm for Axle pulley of Alternator to RDSO Drg. No. ELECT. Drg No. SKEL-4021, Alt-2, Matl. and Spec.- As per Drg.",
1,30988202,INTERMEDIATE PLATE  FORR INNER  HEAD  STOCK ASSLY ITEM NO;2,IS 2062 FE 4 10 CRWS /SK/646  ITEM 2
16,30988202,"""INTERMEDIATE PLATE FOR INNER HEAD STOCK,ASSLY.ITEM NO.2  (SM)"" to Drg. No.",IS 2062 FE 4 10.
24,30988202,"TRAY as per GS-7-6-013 ITEM 1 ALT ""a""",
4,30988214,"Rubber Pad size- 18 x 160 x 230 mm for 4.5 KW 110 V, Alternator/Pully to RDSO Drg. No. RDSO/PE/SK/TL/0084- 2005 (Rev.0). Alt. 2, Col. II. Matl. and Specn. as per Drg.",
16,30988214,INTERMEDIATE STIFFNER FOR INNER HEAD STOCK(SM) to Drg. No.,
24,30988214,BRACKET 2X40X408 MM as per SCN-7-6-311-007,
1,30988226,ADAPTOR FOR ICF COACH,IRS - M-41/74
16,30988226,"Wash hand sink 'D' type to Drg. No. C/LF- 1885, Alt-6.",
16,30988238,MIRROR SELF FOR AC AND NON AC COACHES TO DRG. NO.-,
24,30988238,CHANNEL as per T-0-3-621 ITEM-1 ALT 'b',
12,30988240,"Plumbing Pipe Packing to Drg.No. CRW/SK-407, ALT-2, Comprising of item no.2=20 NOS./SET.",
1,30988240,"A SET OF TEE FLANGE FOR AIR BRAKE SYSTEM OF PASSENGER COACHES (ITEM NO. 1 AND 2), TO RDSO DRG NO. SK-96074. MTRL AND SPECN AS PER DRG.",
16,30988240,"PLUMBING PIPE PACKING TO DRG. NO.-DRG NO.- CRW/SK- 407, ALT- 2, COMPRISING OF ITEM NO.-2 = 20 NOS./SET.",
24,30988240,ANTI VIBRATION MOUNTING PAD FOR POWER PANNEL as per CT-20 OF M/S RESISTOFLEX/NEW DELHI,
3,30988251,"BRAKE FULCRUM BRACKET ON HD STOCK FOR BVZI WAGON TO RDSO DRG NO WD-00039-S-11, ALT(1) OR LATEST. ITEM NO 1 MATL & SPECN AS PER DRG.",
5,30988251,"Passenger Emergency Alarm Valve,",
16,30988251,INNER FRAME FOR LAVATORY SEALED WINDOW FOR ACCW TO DRG NO.-,
24,30988251,BRACKET FOR BRAKE FULCRUM ON HEAD STOCK as per CC03126 ALT b,
1,30988263,"SET OF U CLAMP FOR 20 MM AND 25 MM BORE FP/BP PIPE LINE CONSISTING OF 2 ITEMS. [1] U CLAMP FOR 20 MM BORE FP/BP PIPE LINE TO DRG. NO. ICF SK-WGSCN/C-3-5-005 ALT-K, ITEM NO. 10 - 3 NOS. AND SPRING LOCK WASHER B10, ITEM NO. 12 - 06 NOS; HEX NUT M10 ITEM NO. 13 - 6 NOS. [2] U CLAMP FOR 25 MM BORE FP/BP PIPE TO DRG. NO. ICF SK-WGSCN/C-3-5-005 ALT-K, ITEM NO. 11 - 01 NO. AND SPRING LOCK WASHER B10, ITEM NO. 12 - 02 NOS; HEX NUT M10 ITEM NO. 13 - 02 NOS.",
16,30988263,BULB TYPE SPLIT COTTER SIZE- 4X12X170 MM TO DRG. NO.-,
24,30988263,BRACKET as per T-0-3-627 ITEM 1 ALT 'g',
12,30988275,"SLEEV PVC (COMMERTIAL QUALITY) FOR CN COACHES SIZE-ID-30, OD-33 MM COLOUR SHADE OF MATERIAL SHELL BE PER RDSO SAMPLE CODE NO.-AL-NAC-03. RDSO SAMPLE CODE NO.-AL-NAC-03.",
1,30988275,MAGAZINE BAG FOR AC COACHES TO DRG. NO. ICF/SK-WGSCWAC-6-4-027 ALT-F [70 PERCENT INDIAN BROWN AND 30 PERCENT FRENCH BLUE COLOUR SHADED],
5,30988275,Body Bolster for BG,Matl & spec.as per drg.
16,30988275,"SLEEV PVC (COMMERCIAL QUALITY) for CN Coaches Size- ID-30, OD-33 mm Colour Shade of Material shall be as per RDSO PVC sample code No.-AL-NAC-03.",
24,30988275,RIB as per CC03117 (T-0-3-620ITEM-1 ALT'e'),
1,30988287,CURTAIN ARRANGEMENT FOR A C SLEEPER COACHES TO DREG.NO. WGSCWAC-6-6-605.ALT.F/2.,
16,30988287,"ALUMINUM NO. PLATES FOR SEATS & BERTHS (CN COACHES ONLY) TO DRG. NO. ICF/STD-6-4-023, ALT-c, COL-V, ITEM-2&3.",
24,30988287,BRACKET as per T-0-3-632-001 ALT'D' (CCO3128),
1,30988299,FRP WINDOW SILL FOR 2 FEET 00 INCHES WIDE WINDOWS FOR PASSENGER COACHES TO DRG NO. RDSO SK 95192 ALT.3 AND RDSO SPECIFICATION NO. 1)RDSO/2007/CG-01 2) RDSO/2007/ CG-03.,
3,30988299,"BRAKE LEVER HANGER BRACKET On BOGIE FRAME DRAWING No. T-0-3-631 ALT [h ] AND 15, ITEM NO.-1",
16,30988299,"HEXAGONAL HEAD SCREW WITH NUT ASSEMBLED FULL THREAD, BRIGHT ZINC PLATED. SIZE- M 10X50 MM TO IS: 1363-1998 PART-II",
24,30988299,BRACKET FOR BRAKE LEVER HANGER as per CC03127 ALT c,
16,30988305,"(1)	Hexagonal Head Bolt M-24 x 90 to IS:1364-2002 P-10.9(Galvanized) to RDSO SKETCH with, Nylock Nut  M 24 & Spring washer-98145 Alt.11 Item.18  (2)	Nylock Nut M 24 to IS:7002-2000  10 P (Phosphate coated) to RDSO/SK-98145 Alt.8 Item No. 19. (3)	Disc Lock washer M-24 to RDSO SKETCH-98145 Alt.8 Item No. 20.",
1,30988317,"WATER FILTER ASSEMBLY FOR WRA COACHES[ONE SET CONSISTING OF 2 ITEMS] [1] WATER FILTER ASSEMBLY WITH COVER TO ICF SK. NO. 6-3-176, ALT M/4 COL. I AND II, QTY-10 NOS PER SET. [2] COVER ASSEMBLY TO ICF SK. NO. 6-3-176 ALT M/4, COL-II, QTY-25 NOS PER SET.",
16,30988317,WATER FILLER ASSEMBLIES FOR WRA COACHES AS PER ANNEXURE 1)WATER FILLER ASSEMBLY WITH COVER TO DRG.NO.ICF/SK-6.3.176 ALT-3&k COL.i & COL.II QTY PER SET=10 NOS. 2)COVER ASSEMBLY TO DRG NO ICF/SK.6.3.176 ALT-3 & k COL-II QTY PER SET=25 NOS.,ICF/SK 6.3.176 ALT 3 & k
1,30988329,CHANNEL FOR ICF COACHES TO MISC SK 3561 ALT.1.MATE /SPEN-IS 2062 FE 410 WB.,
4,30988329,SPRING FOR VALVE CLAPPET    -I,
16,30988329,CHANNEL FOR TROUGH FLOOR SUPPORT IN ICF DESIGN COACHES IS- 2062 MISC SK-3561,
1,30988330,"PAIR OF PINS FOR EQUALISING STAY ROD [16 TON] ALONGWITH WASHER [WELDED] TO ICF DRG. NO. WLRRM-0-5-003 ALT.G/9, ITEM NO. 12 AND 13. ITEM NO.11[COLLER] TO BE WELDED WITH BOTH ITEM NO.12 AND 13. MATERIAL SPECIFICATION AS PER DRG.",
4,30988330,SAFETY STRAP,
16,30988330,PAIR OF EQUALISING STAY ROD PIN (16 T) LONG AND SHORT AS PER DRG NO WLRRM-0-5-003 ITEM NO 12 & 13,
24,30988330,SCREWING PIECE as per T-0-3-640 ITEM 2,
3,30988342,"BRAKE HEAD ASSEMBLY (L.H) TO RCF DRG NO CC-31118, ALT(f) OR LATEST, ITEM NO 1 TO 5 MATL & SPECN AS  PER DRG AND PART DRGS MENTIONED THERE ON.",
4,30988342,REPULLING SPRING T.3.3 511,
16,30988342,"Steel Packing Size- OD Dia 100 X ID Dia  26 X 13 mm Think to RDSO Drg. No.- 97068, Alt-3, Item-3.",
1,30988354,BUFFING SPRING PARTING PLATE TO RDSO NO. SK-K3008 ALT-1. MATERIAL SPECN AS PER DRG.,
4,30988354,BREAK HEAD BOLT (MG),
16,30988354,"Pin Electroplated Dia 40 X 120 L for Brake Cylinder to ICF Drg. No. T-3-2-648, Alt- h, Item No 3, Col-II, IS:1875/92 CL-2, Grinding & Electroplating to be done as note 4 of Drg. No. T-3-2-648, Alt. h.",
24,30988354,SET OF CLAMP FOR 13T BOGIE as per MPLCLA13,
1,30988366,"APPRON PLATE [M.S.] TO C.RLY. DRG. NO. MISC SK NO. 3684, ITEM NO.1, ALT-3. MATERIAL SPECIFICATION AS PER DRG.",
4,30988366,"UHMWPE or NFTC packing ring  for wheel tread wear size- OD-254 mm x ID-120 mm x 22 mm thick for BG coaches to RDSO Drg. No. SK-97072, Alt. 'Nil' and confirming to RDSO Spec. No. C-9703.",
16,30988366,"BRACKET COMPLET FOR EQUALISING STAY (16.25 Ton) BOGIE BOLSTER  TO DRG. NO. WLRRM-0-4-002, ALT-9&s ITEM 1,3 & 4, (ITEM NO.-1 = 02 NOS. ITEM NO.- 3 = 01 NOS. ITEM NO.- 4 = 02 NOS.) ALL WELDED AS PER DRG.",
24,30988366,FABRICATED DESIGN TUBE FOR CENTRE PIVOT HOUSING as per X,
4,30988378,"UHMWPE or NFTC packing ring for wheel tread wear size OD-254 mm x ID-120 mm x 13 mm thick for BG coaches to RDSO Drg. No. SK- 97072, Alt Nil and RDSO Spec. No. C - 9703.",
16,30988378,"Bracket for Anchor Link on Bogie Frame to Drg. No.- T-0-3-635 Alt 16 & j, Col-II, Item 1,2 & 3 in assembled condition.",
24,30988378,CANT RAIL PART as per TCN 1-6-735,
1,30988380,LOCKING ARRANGEMENT ASSEMBLY FOR SLIDING DOOR OF UNUSED VESTIBULES MISC SK 3349  ITEMS  2 TO 5 (4 ITEMS),
4,30988380,FOOT STEP COMPLETE,
16,30988380,"S.S. Inlay for RCF coach SLR (one set consisting of Item No. 1= 01 NOS ,Item No.02=01 NOS & Item No. 3= 01 NOS.) to CRW/SK-724, ALT. 1.",
24,30988380,CANT RAIL PART as per TCN-1-6-736,
1,30988391,SIDE BEARER ASSEMBLY FOR ICF COACHES TO DRG. NO. F-1-1-019 ALT-16/q. ITEM NO. 1 TO 5. MATERIAL SPECIFICATION AS PER DRG.,
12,30988391,LOWER SPRING BEAM ARRANGEMENT FOR 13 TON BOGIE (WITH 16 TON EQUILISING STAY FITMENT).,
4,30988391,SOLD BAR STIPPNER,
16,30988391,"Lower spring Beam Arrangement for 13 Ton Bogies (with 16 Ton equalizing stay fitment) as per RCF.DRG. No.CC-05101, ALT-'d'.",
24,30988391,CANT RAIL PART as per TCN-1-6-737,
1,30988408,M.S.FLAT BAR SIZE 1250 X 60 X 5 MM TO MISC. MISC SK 3658 ITEM NO -1.,
4,30988408,SOL BAR STAPPNER (SLR),
16,30988408,"Set of pins for equalising stay (one set consisting one no. item 31 & one no. item 32) to drg. no.-IRS DRG.No. ICF/STD-3-2-001, ALT 8 ""g"", ITEM 31 & 32.",
24,30988408,RUBBER PACKING 5X20X700 as per AZ15143 ITEM 48,
1,30988410,M.S. CHANNEL FOR FOOT STEP TO ICF COACHES SIZE 30 X 210 X 30 X 775 MM LONG 5 MM MISC SK 3657.,
4,30988410,"HDPE Chute for MG Coachase to ICF Drg. No. ICF/SK-6-3-348, Alt. Nil along with fixing arrangement for MG Coaches to Drg. No. ICF/SK-6-3-349, Alt.a, Items- 1 to 14. Matl. and Specn. As per Drg.",
16,30988410,"Complete Set of Cushion Material for seat & berth, WGSCWAC (ACCW) coache, Size & quantity As per Drg. ICF/SK-No. WGSC WAC-6-1-002, alt.5 & h. Item No. 1,2,3,4,5,6,7,8 & 9 should be supply with density e.i. 60 +/-3 KG/m3. Material should be As per RDSO spec.No. C-K 607 (rev.1) (provisional).",
1,30988421,APPRAN PLATE TO DRG. MISC SK 3684. ITEM 2. ALT.1.,
16,30988421,AIR BRAKE HOSE COUPLING FOR B.P.,
24,30988421,CATCH ARRGT.LH FOR TRANSVERSE BACK CUM BED as per AE61175,
1,30988433,PRESSED ANGLE TO SIZE 125 X 25 X 5 X1830 MM LONG TO MISC SK 3685 ITEM NO-1.ALT 2. MATL/SPEN/IRS/M41/97 AMEN-1 OR IS 2062/99 GR.FE410 WA.,
12,30988433,"AIR DIFFUSER ARRANGEMENT COMPLETE SET TO DRG.NO. CC-44258, ALT-a.",
16,30988433,"Air diffuser arrangment complete set to Drg. No.- CC-44258, Alt.- Nil.",
24,30988433,SET OF BRACKET FOR ALTERNATOR FOR 13T BOGIE as per MPLBKTAL13 VERSION 7,
1,30988445,PRESSED ANGLE TO SIZE 250 X 150 X 5 X 2250 MM LONG TO MISC SK 3685 ITEM NO-2.ALT.2.MATL/SPEN/IRS/M41/97 AMEN-1 OR IS 2062/99 GR.FE410 WA.,
16,30988445,"Foldable Bottle Holder to Drg. No.-ICF/STD-6-4-018,ALT-3/e.",
24,30988455,COVER MOULDING 1.6X30X852 as per SCNLR-4-4-004,
16,30988457,M S TURN OVER SEAT BRACKET TO DRG NO.-,"CRW/SK-206, ALT-3."
24,30988465,COVER MOULDING 1.6X30X534 as per SCNLR-4-4-004,
16,30988469,STUD FOR SEAT BRACKET WITH NUT TO DRG. NO.-,"CRW/SK-225, ALT-1 OR LATEST"
16,30988470,Notice for Lavatory door to Drg. no.-,
24,30988470,SET OF LOCKING PLATE FOR 13T BOGIE (AS PER MATERIAL PLANNOING LIS as per SCN-3-9-0-305 ITEM 13 ALT 'j'(QPC 1) CC07103,
4,30988482,LATERAL SIDE FLAG ASSEMBLY(LH) FOR U/C TYPE VESTIBULE ARRANGED,RDSO/2007/CG/05 OF JUNE/2007 WITH CORRIGENDUM SLIP NO-1OF FEB-2008
16,30988482,"SNACK TABLE ARM COVERS TO DRG. NO.-CRW/SK-760, ALT-1.",
1,30988494,DRAIN GRID.MISK-SK.NO.3675.,MTN J&T MISC. SK:3675
12,30988494,"SET OF OUTER GLASS FRAME TO CRW/SK 616, ALT-1 ALONG WITH SMOKE COLOUR GLASS INNER FRAME CRW/SK/614, ALT-1 EMERGENCY WINDOW FOR ACCW COACHES.",
4,30988494,UPPER FLANG COMPLETE FOR U/C TYPE VESTIBULE ARRANGEMENT,RDSO/2007/CG-05 OF JUNE/2007 WITH CORRIGENDUM SLIP NO-1 OF FEB 2008
16,30988494,"Set of outer glass frame to CRW/SK 616, alt-1 along with smoke colour glass inner frame CRW/SK/614, alt -1 emergency window for ACCW coaches",
24,30988494,ALARM SIGNAL ROD ASSEMBLY LH (OUTER as per RCF/88/0761,
16,30988500,"Snack table for sleeper coaches as per Drg.No.CRW/SK-762,ALT-1.The Colour shade and pattern of this material shall be as per L.P. Sheet Sample Code No. NAC-SP-05.",
1,30988512,"SET OF ALARM SIGNAL PIPE (1 SET = 3 ITEMS)MISC.SK.NO.3669.(1)10 NB (ITEM NO.1)1420 mm.NO.OF PIPE 02 NOS.BOTH END 3/8""BSP THREADING IN 15mm LENGTH AS PER DRG.NO.MISC.SK.3669.(2)10 NB (ITEM NO.2.)410 mm NO.OF PIPE.02 NOS.BOTH END 3/8""BSP THREADING IN 15mm LENGTH AS PER DRG.NO.MISC.SK.3669.(3)10 NB.(ITEM NO.3.)180 mm NO.OF PIPE.02 NOS.BOTH END 3/8""BSP THREADING IN 15mm LENGTH AS PER DRG.NO.MISC.SK.3669.",
4,30988512,WINDOW SAFTY INNER GLASS ELEAR,
16,30988512,"Intermediate tube for inner head stock assembly to Drg. no.- CRW/SK-747, Alt-1.and material conforming to  IS:2062, RDSO Spec. M&C/PCN/123/2006.",
16,30988524,VALLEY GUTTER MOULDING   (Shop manufactured),CRW/SK/764
1,30988536,"CHEQUERED PLATE FOR FOOT STEP TO DRG. NO. ICF/STD/2.4.001, ALT.n, ITEM NO.4, COL.II. MATERIAL SPECN: AS PER DRG.",
4,30988536,L TYPE COMPOSIT BRAKE BLOCK  FOR COACHING STOCK TO RDSO DRG NO.-,
16,30988536,Window Roller blind with roller mechanism as per ICF drg. no.-,
1,30988548,FULLY MACHINED BEARING ALONGWITH 2 TAPPED HOLES FOR ANCHOR LINK BRAKET AS PER ICF DRG.NO.T-0-3-635 ALT.16/2.ITEM NO.3.,DT.26-06-2008
4,30988548,Non Asbestos based K-Type high friction composite brack block to RDSO Drg. No. SK - 98066 Alt. 6 and RDSO Spec. No. C - 9809 (Rev. 4 of May'09).,
16,30988548,Window curtain complete AC Coach to drg. no.-,
24,30988548,SOCKET FOR 10 MM BORE PIPE FOR SLR COACHES AIR BRAKE PIPING . as per CC36485 ALT'nil',
4,30988550,'L' type composition Brake Block for fright stock to RDSO Drg No. WD-99062-S-01 Alt. 3 and conforming to Spec. No. WD-13- ABR-2006 with Amendment No. 1 of May 2007.,
16,30988550,Inspection lamp rechargeable type complete with battery of 6V  4.5 AH reflector etc.wt max 2kgs with  bulb of  of 6V 0.4 amp 35 lumen at full charge & 18 lumen at end voltage,
24,30988550,"SET OF SPLIT COTTER FOR 13T AND 16T BOGIE as per AS PER MATERIAL PLANING LIST NO. ""MPLSPL""",
1,30988561,"LOCKING PLATE FOR ANCHOR LINK SCREWS TO ICF DRG. NO. T-0-7-610, ALT- e/11. MATERIAL SPECIFICATION AS PER DRG.",
16,30988561,"Automatic Hygiene and Odour control system, for toilets of IR coaches confirming to RDSO Spec No. RDSO/2008/CG-11 OF December2008.",
4,30988573,"Releas spring (114.19 O/D X 96.19 I/D X 352.5 free length) for 203 mm bogie mounted air brake cylinder (with Slack adjuster) to RDSO Drg. No. SK-81206 Alt. 3, item 20 and conforming to RDSO Spec. No. C-K013.",
16,30988573,"Automatic  odour control system for IR AC coaches, digitally programmable dispenser, confirming to RDSO Spec No. RDSO/2008/CG-12 of December 2008  with clearly visible On/Off switch designed for friendly usage by passengers of the coach.",
4,30988585,Pin with Coller for Equalising Stay (in assembled condition) To ICF Drg. No. WLRRM-0-5-003 Alt. G/9 Item No. 11 and 13. Matl. and Specn. as per Grg.,
16,30988585,"Mirror assembly for CN coaches to drg. no.- CRW/SK-765, ALT-4. Material AISI 304 only.",
24,30988585,SET OF SOCKET AND MOVING FLANGE FOR DIA 20 MM. as per MPLSM20 ver 01,
4,30988597,"Nylon bush for alternator suspension bracket for non- AC (13T Bogie)(, size- Phy42 x Phy32.5 x 25 mm to RDSO Drg. No. RDSO/PE/SK/TL-0129- 2009 (Rev-0), Alt. -Nil  and RDSO Spec. No. RDSO/PE/SPEC/AC/0006-2009 (Rev-1).",
16,30988597,"Alarm Pull Handle Complete for GS/CN to Drg. No.- CRW/SK-725, Alt.3.",
24,30988597,DIESEL FUEL TANK FOR POWER CAR as per ICF/SK-9-0-291 ALT a,
4,30988603,Nylon Bush for Alternator Suspension Bracket for Ac (16T Bogie) Size Phy x 45 x Phy 35 x 32 mm to RDSO Drg No. RDSO/PE/SK/AC- 0128- 2009 (Rev.O) Alt. Nil and RDSO Spec. No. RDSO/PE/Spec/AC/0006- 2009 (Rev. 1) of 19.10.2009.,
16,30988603,M.S. Door Assembled For Emergency Equipment Room Guard Compartment SLR Room to Drg. No.,
4,30988615,Socket A 20 mm to RCF Drg. No. CC35317 Alt. c. Matl. and Specn. IS: 2062/2011 E250 BR with amndt. no. 1 of Nov'2012.,
16,30988615,Holding Bracket for 200 ltrs Auxiliary Reservoir As per DRG. No. CRW/SK-697 ALT-1.,
24,30988615,"HOLDING DEVICE FOR VESTIBULE FOOT PLATE WITHOUT ITEM 1,2 &8 as per .",
4,30988627,"Spare kit for 203mm Bogie Mounted Brake Cylinder to RDSO Drg. SK-81200, Alt.3 and SK- 81206 Alt. 3 consisting of 3 items as given bellow:- 1- Bush, Drg.No. SK-81200, Alt.3, Item No. 3. Qty./Kit 1 No.  2- Filter, Drg. No. SK-81202, Alt.3, Item No. 4, Qty/Kit 1 No. 3-Bush Drg. No. SK-81206, Alt.3, Item No. 17, Qty/Kit 1No.",
16,30988627,"Set of cushion seat berth, arm rest & headrest for ACCW Coaches to STR No.- CRWS/BPL/ACCW/cushion material/STR/001, Ver.-1.",
24,30988627,SET OF BRAKE HEAD ITEMS FOR 13T AND 16T BOGIE as per MPLBRH,
1,30988639,PIN (ELECTROPLATED)FOR BOGIE MOUNTED BRAKE CYLINDER TO ICF DRG. NO. T-3-2-648 ALT-H. ITEM NO. 3. MATERIAL SPECIFICATION AS PER DRG.,
4,30988639,"PAWL Assembly complete consisting of 4 items for 203 mm bogie mounted Air Brack Cylinder (with slack adjuster) to RDSO Drg. No. SK- 81200, Alt. 5 and RDSO Specn. No. C-K013 of Nov. 2000. as per details given balow:- S. No. 1- Desc. PAWL. Item Nos. of RDSO SK-81200 Alt. 5. 59. RDSO's Ref. Drg. SK-81206 Alt.3, item-8. Qty/Set. 02 Nos. S. No. 2-  Desc. PAWL Spring. Item Nos. of RDSO SK-81200 Alt. 5. 55. RDSO's Ref. Drg. SK-81206 Alt.3, item-19. Qty./Set. 02 Nos. S.No. 3- Desc. Special Washer. Item Nos. of RDSO SK-81200 Alt.5. 54. RDSO's Ref. Drg. SK-81206 Alt.3, item-15. Qty./Set. 02 Nos. S.No. 4- Desc. Cirlip Light BI6. Item Nos. of RDSO SK-81200 Alt. 5. 53. RDSO,s Ref. Drg. IS: 3075 (Galvd.). Qty./Set. 02 Nos.",
16,30988639,"P.U.Foam Ladder for AC coaches to drg. no.-WGSCWAC- 6-6-4-606, alt-F.",
1,30988640,M.S.COVER FOR ROTORY GADGET,
4,30988640,"T""HEAD BOLT M 12X35",
16,30988640,"Set of  Body side sliding door  arrangement for luggage compartment of SLR coaches, One set consisting of One no. LH drawing no. LB 58129 Alt. ""b"" & One no. RH to drawing no. LB 58130 Alt ""b"".",
1,30988652,BATTERY BOX FOR 800  AH LEAD ACID AS PER ICF DRG. NO WGFAC  7-1-026 ALT.NIL.WITH BATTERY BOX COVER AS PER ICF DRG. NO. WGFAC 7-1-029.ALT.NIL.,
12,30988652,Alluminium  palmate  complete  with  fitting  for  ACCW  coaches.,
4,30988652,LONGITUDINAL BEAM (SOLEBAR),
16,30988652,Alluminium Palmate Complete with  fitting for  ACCW Coaches to drg. no.-,"CRW/SK-674, ALT-2, Type- A."
1,30988664,BATTERY BOXE COMPLETE FOR 1100 AH FLOODED TYPE BATTERY(LMLA) FOR SG(AC) COACHES AS PER RCF DRAWING NO. M1004534 SHEET-1 AND M 1004534 SHEET-2 ALT.'a' OR LATEST.,
4,30988664,"Guide with closing plate for axle box guide Arrgt. to ICF Drg. No. T-0-3-670, Alt-k/2, Item- 1, and 4. Matl. and Specn. as per Drg.",
