UNIT *,PRODUCT CODE,DESCRIPTION,SPECIFICATION
7,60981311,"BARREL WITH BARREL HEAD IN ASSEMBLED CONDITION  CONFIRMING TO RDSO SPEC.NO.07-ABR-92, AMEND -4 TO RDSO DRG NO: RDSO/SK-85062, ITEMS - 22 & 42, ALT: 5.",
9,60981311,NYLON 66 BRAKE GEAR BUSHES FOR ICF/JESSOPS  INTEGRAL COACHES TO RDSO DRG.NO.SK-84018 ALT.5 ITEM NO.1. CONFIRMING TO RDSO SPECN.NO. WD-04 NYLON BUSH -02,MG T 3 2 007
13,60981311,NYLON 66 BRAKE GEAR BUSHES FOR ICF/JESSOPS INTEGRAL COACHES TO RDSO DRG.NO.SK-84018 ALT.5ITEM NO.1. CONFIRMING TO RDSO SPECN.NO.WD-04 NYLON BUSH -02,
15,60981311,"CHAIR ANGLE COMPLETE TO DRG. NO. ICF/SK-6-1-265, COL-IV, ALT-D/5 OR LATEST, ITEM NO. 1, 2 & 3 IN ASSEMBLED CONDITION.",
16,60981311,SELF LUBRICATING  POLYESTER RESIN COMPOSITE BASED WEARING PIECE FOR SIDE BEARER AS PER RDSO DRG. NO. CG-K 8152 ALT. 1. AND RDSO SPECN. NO. RDSO/2008/CG-06(REV.01).,RDSO/2008/CG-06(REV.01).
24,60981311,FLAT AS PER GS-4-1-001 ITEM 1 ALT 'A',
1,60981323,"SET OF METAL ITEMS OF PRESSURE VALVE OF MODIFIED DISTRIBUTOR  VALVE(KNORR BREMSE MAKE) AS UNDER.
1) THREADED BUSHING(ITEM SR. NO. 41 OF PAGE 19 OF A1 DV MANUAL DRG B35337/12-1 COMPLETE WITH BRASS CHOCK OR BUSH PRESS FITTED)- PART NO. II20479, QTY- 01 NO/SET.
2) HDBD SHIM- PART NO. B35232, QTY - 100 NOS/SET.
3) VALVE BUSHING - PART NO. 4B25802, QTY - 01 NO/SET.",
3,60981323,FOAM RUBBER FOR SEAT 110 X 498 X 513 MM. FOR CHAIR CAR TO ITEM NO. 2 OF ICF AS PER DRG.,
11,60981323,PIPE BRACKET WITH CONTROL RESERVOIR COPMLETE,
13,60981323,DENSIFIED THERMAL BONDED POLYSTER BLOCK FOR AC CZ SEAT SIZE 110 X 498 X 513 MM TO ICF DRG NO. ICF/SK-6-1-117 ALT.NIL/2 ITEM NO.2 MAT. & SPEC. AS PER RDSO STR NO.CK-607 WITH LATEST REV. & AMEND.,
15,60981323,"BRACKET FOR WASH BASIN DRAIN PIPE HOLDER TO UBLS/SWR/C&W DRG. NO. A3-236, ALT-1. ITEM NO.1 TO 5 IN ASSEMBLED CONDITION.",
16,60981323,MODIFIED SINGLE SEAT BACK REST FRAME FOR GS COACHES AS PER DRAWING NO. GS-6-1-005 ALT. 3 & N COL. -II WITHOUT ITEM NO. 10 (BASE PLATE ) AND ITEM 01 (PIPE) TO BE EXTENDED UPTO 1275 MM DOWNWARD INSTEAD OF 1200MM,AS PER DRAWING
24,60981323,FLAT AS PER GS-4-1-001 ITEM 2 ALT 'A',
1,60981335,"COLLER FOR BOGIE BOLSTER SUSPENSION, EXTRACT OF ICF DRG. NO. WLRRM-0-5-003 ITEM NO.11 ALT G/9.",
5,60981335,EMERGENCY  OPENABLE  WINDOW  FOR  AC  COACH.,RDSO SPECIFICATION NO:
9,60981335,MIRROR ASSEMBLY AS PER ICF DRG NO. ICF/STD-6-3-008 ALT-K/NIL,MG/TLR/6-3-015
11,60981335,FOLDING TABLE ARRANGEMENT FOR SLEEPER COACHES,
13,60981335,"MIRROR SIZE:5X394X394 MM TO ICFDRG. NO. ICF/STD-6-3-008, ALT.H ITEM NO 3",
15,60981335,FILTER ASSEMBLY,
16,60981335,MODIFIED SINGLE SEAT BACK REST FRAME FOR GS COACHES AS PER DRAWING NO. GS-6-1-005 ALT. 3 & N COL. -III WITHOUT ITEM NO. 10 (BASE PLATE ) AND ITEM 01 (PIPE) TO BE EXTENDED UPTO 1275 MM DOWNWARD INSTEAD OF 1200MM,AS PER DRAWING
24,60981335,ANGLE AS PER T-4-1-625 ITEM 7 ALT 'R',
24,60981339,ANGLE AS PER FST-4-2-018 ITEM -I,
1,60981347,"BOSS FOR BRACKET FOR LOWER SPRING BEAM TO ICF DRG. NO. T-0-5-608 ITEM NO.2 ALT G/2, DETAILS AS PER DRG. NO. T-0-5-617, ALT-H/6.",
9,60981347,BRAKE BEAM HANGER BUSH 45 MM DIA X 33 MM BORE X 25  MM LONG NYLONE 66 NO.C 8107 SKETCH NO.722.,
11,60981347,KIT FOR ARRANGEMENT,AS PER DRAWING
15,60981347,"SET OF STAINLESS STEEL OUTER DOOR ASSEMBLY TO DRG. NO. ICF/STD-5-1-021, ALT-B/NIL OR LATEST, CONSISTING OF 02 ITEMS I) COL-I (R.H. DOOR) = 01 NO. II) COL-II (L.H. DOOR) = 01 NO.",
16,60981347,TEE FLANGE 20X20X20 MM NB FOR STAINLESS STEEL PIPE,IS AS PER DRAWING
24,60981347,ANGLE AS PER FST-4-2-019 ITEM 1 ALT 'F',
1,60981359,"BOSS FOR LOWER SPRING BEAM, EXTRACT OF ICF DRG. NO. WLRRM-0-5-005, ALT-C, ITEM NO. 5. MTRL AND SPECN AS PER DRG.",
9,60981359,BRAKE BEAM BUSH 50 MM DIA X 40MM BORE X 35 MM LONG TO W/BG-1228 NYLON 66 NO.C-8707.,W/BG/1288 NYLON
11,60981359,"FRP HOUSING SUB ASSEMBLY FOR EMERGENCY OPENABLE WINDOW OF NON-AC COACHES AS PER DRAWING NUMBER ICF/STD-5-4-005 ALT-J,ITEMS 14,16,17,20,21& 22 IN ASSEMBLED CONDITION.",
15,60981359,RING BELOW SEAT,
24,60981359,CLAMP LEDGE AS PER FST-4-2-019 ITEM 3 ALT 'F',
1,60981360,BOSS FOR ARRANGEMENT OF BRACKET FOR 4.5 K.W. ALTERNATER. EXTRACT OF ICF DRG NO. T-0-3-659 ITEM NO.4 ALT Z/7.,
3,60981360,GLASS SHEET CLEAR,
5,60981360,EMERGENCY  OPENABLE  WINDOW  FOR  NON  AC  USING  FRP WINDOW .,RDSO SPECIFICATION NO:
7,60981360,PULROD FOR ICF COACHES,
9,60981360,"AXLE BOXHELICAL SPRING FOR HIGH CAPACITY POWER CAR TO ICF DRG NO WLRRM 8-0-1-802 ALT J/3  & CONFORMING RDSO SPECN.NO.WD-01-HLS-1994,[REV 3 OF JAN 2009] [ICF DRG&DES NO.018 01 802 001 00 WLRRM/A/NEW]",
15,60981360,SLEEVE FOR BRAKE BEAM ENDS DIMENSION DIA 56/48X86MM TO ICF DRG. NO. SK-3-2-161 ALT F/2 AND MATERIAL SPECIFICATION AS PER DRAWING.,
24,60981360,ANGLE MOULDING AS PER TCN-4-2-729 ITEM 12 ALT 'Q',
1,60981372,"AIR BRAKE PIPING ARRGT ON END WALL [WITH STAINLESS STEEL PIPES AND FITTINGS] TO DRG. NO. ICF-SCN8-3-5-803 ALT-A, ITEM NO. 49, SHEET 1 OF 2. MATEREIAL AND SPECIFICATION AS PER DRG.",
5,60981372,FLNGE SOCKET  SPL  20 X 15 MM  FOR BOGIE MOUNTED  AIR BRAKE CYLINDER.,"SPECIFICATION NO: WR/C/SK-154/C,ALT-NIL"
8,60981372,"POH KIT FOR BRAKE GEAR PIN OF BMBC COACHES.MATL.&SPECN:IN KITDETAILS:-1)PINFORLEVERHANGEROFBOGIEMOUNTEDCOACHES TORDSO'SSK-98026,ALT.1,IT-7,8,9,10 &11(IN ASSEMBLED CONDITION),MATL.&SPECN:AS PER DRG.QTY/KIT-02NOS.2)PINFOR BOGIEBRAKEARRGT.FORBOGIEMOUNTEDCOACHESTOICFDRG.NO.T-3-2-648,ALT-H/NIL,ITEM-4.MATL.&SPECN:IS:1875/92(5THREV) AMEND-2,CL-2.QTY/KIT-01NO.3)PINFORBOGIEBRAKEARRGT.FORBOGIEMOUNTEDCOACHESTOICFDRG.NO.T-3-2-648,ALT-H/NIL,ITEM-3MATL.&SPECN:IS:1875/92(5TH REV),AMEND-2,CL-2.QTY/KIT-01NO.4)PINFORICFBOGIETORDSO'SSK-93186,ALT.3,IT-2.MATL.&  SPECN:IS:1875/92(5THREV)AM-2,CL-2.QTY/KIT-11NOS.",
9,60981372,BOLSTER INNER  HELICAL SPRING FOR HIGH CAPACITY PO -WER CAR TO ICF DRG NO.WLRRM 8-0-5-802 ALT J   ITEM NO.2 & CONFIRMING RDSO SPECIFICATION NO.WD-01-HLS 1994 [REV 3 OF JAN 2009][ICF DRG&DES. 018 05 802 002 00 WLRRM/B/1/NEW],
12,60981372,"SET OF DOOR HANDLE COMPLETE RH AND LH. ONE SET CONSIST OF 6 ITEMS AS PER IRS DRG. NO. T-5-1-109, ITEM NO. 1,2,3,5,6 AND 7, ALT.- 6 AND [N].",
15,60981372,"STEP SHEET AT DOOR TO DRG. NO. ICF/STD-1-0-012, ALT-E, ITEM NO.8",
24,60981372,FLAT MOULDING 1.6X20X1900 AS PER RCF-88-0751 ITEM 1 ALT'BR',
1,60981384,COVER FOR ALARM SIGNAL BOX DRG.NO.MISC.SK.NO.3834,
5,60981384,BOLSTER SPRING OUTER FOR HIGH CAPACITY PARCEL VAN.,"RDSO SPECIFICATION NO: SPCEN,DRG.RDSO SKTCH NO.98018,ITEM-1,, ALT-1"
7,60981384,MODIFIED HDPE LAVATORY CHUTE TO  RDSO DRG NO: SK-K2069 ALT: 3.,
8,60981384,"HOSE CONNECTION FOR BMBC COACHES TO ICF DRG. NO.EMU/M-3-5-079,ALT-Q/2,ITEM- 2(COL-III).MATL. & SPECN:AS PER DRAWING .",
9,60981384,"M -24 HEX SLOTTED NUT FOR BUFFER BOLT TO IS SPECN. NO. IS : 2232-67, P-4, TABLE - 7.",
15,60981384,HOSE COUPLING SUPPORT ASSEMBLY,
24,60981384,FLAT MOULDING 1.6X35X2100 AS PER RCF-88-0751 ITEM 2 ALT 'BR',
24,60981390,COVER AS PER 007-56-707-001-00-D,
1,60981396,SAFETY STRAP ICF DRG. NO. ICF/STD -3-2-004 ALT-NIL. MTRL AND SPECN. AS PER DRG.,
5,60981396,"BOLSTER SPRING (INNER) FOR HIGH CAPCITY PARCEL VAN,","MATL. & SPEC:- 51CR 4 MO V, IS: 3195."
8,60981396,"TRANSFER LABEL OF ""UNIFIED NOTICE FOR FIRE PREVENTION & SAFETY"" TO DRG. NO. RDSO'S SK-K3028,ALT-3 WITH GUMMING PROCESS.",
9,60981396,SHUTTER FOR A/C COACHES C/MF -197 / C58,
15,60981396,"AIR BRAKE 200 LITRES RESERVOIR SUSPENSION ARRANGEMENT ICF/STD-3-5-008, ALT-C, WITH ITEMS 1 TO 5.",
24,60981396,FLAT MOULDING 1.6X50X1240 AS PER RCF-88-0751 ITEM 3,
1,60981402,"PRESSED ANGLE FOR LAV. IN ICF COACHES MISC SK NO. 3685,   ALT 2  ITEM NO.3 IRS M 41/97,OR IS :2062/99  FE410 WA",
3,60981402,WITHDRAWAL SLEEV 118MM,
5,60981402,HELICAL SPRING FOR AXLE BOX ( FOR HIGH  CAPACITY PARCEL  VAN ),SPEC. NO: WD-HLS-94(REV-1-MAY-95) OR LATEST
7,60981402,POH KIT OF INJECTION MOULDED HIGH PERFORMANCE POLYAMIDE -HPPA [SELF LUBRICATED SUPERIOR NYLON GRADE] BRAKE GEAR  BUSHES OF BMAB COACHES FOR  NON CRITICAL LOCATIONS CONSISTING OF 3 ITEMS  CONFIRMING TO RDSO SPEC NO.RDSO/2009/CG-17[REV.1].,
8,60981402,"BRACKET FOR SAFETY WIRE ROPE(16 T. BOGIE) TO RDSO'S SK-93289, ALT-5,ITEM-2.MATL. & SPECN:IS:2062/2006,GRADE DESIGATION-E 250 CU(FE410W)QUANTITY-C.",
9,60981402,"UIC TYPE RUBBER VESTIBULE ARRANGEMENT TO RDSO DRG. NO-SK.99056 ALT.3.ITEM NO.2 TO 14,25 AND RDSO DRG.NO.SK. 99057,ATL-2,ITEM NO.8.AND CONFIRMING TO RDSO SPECN.NO.RDSO/2007/CG-05,WITH CORRIGENDUM SLIP NO.1 OFFEB-2008 AMND SLIPE NO.1 OF JAN-2010. NOTE:THE VESTIBULE RUBBER UNIT SHOULD BE IN  ASSEMBLED CONDITION. MATERIAL FOR LOCKING PLATE TO IS:2062-2006 (WITH AMND.SLIP NO.1 OF MARCH-09)E 250 QUALITY ""A"" IS ALSO ACCEPTABLE",
13,60981402,"UIC TYPE RUBBER VESTIBULE ARRANGEMENT  TO RDSO DRG.NO. RDSO SK-99056 ALT.-3 ITEM NO.-2 TO14 & 25, SPEC.NO.-RDSO /2007/CG-05 AMNDT.& CORR.-1.",
15,60981402,AIR BRAKE PIN (41 X 117 MM) RCF.CC.36203,
24,60981402,J-BASE MOULDING 1.6X65X1950 AS PER RCF-88-0753 ITEM 1 ALT 'BR',
5,60981404,"HELICAL SPRING FOR AXLE BOX (FOR HIGH CAPACITY PARCEL VAN ),","AS PER RDSO DRG. NO: SKETCH-98017,ALT-1 OR LATEST. MATERIAL SPECIFICATION :WD-01-HLS-94 (REV-1,MAY'95) OR LATEST."
1,60981414,END STANCHION PILLAR [FOR BEML COACHES] TO IS: 1079/94. REF DRG. CRWS SK 466/MISC. SK NO. 3787 ALT-NIL.,
2,60981414,INJECTION MOULDED SAILENT BLOCK TYPE B,
5,60981414,"HOSE CONNECTION (15 MM BORE) 500 MM LONG,",MATL. SPEC.NO. AS PER DRG.
7,60981414,"LOCKING PLATE FOR DIRECT MOUNTED ROLLER BEARING ARRANGEMENT TO DRG NO:T-0-2-637, ALT:C/3.",
8,60981414,SILENT BLOCK INJECT MOULD ANCH,
9,60981414,LOWER BEARING ARRANGEMENT FOR ENTERANCE DOOR AS PER ICF DRG.NO.MG/T-5-2-002 ALT-T/3,
15,60981414,AIR BRAKE PIN (31 X 117 MM) RCF.CC.36138.,
24,60981414,Z-BASE MOULDING 1.6X70X1790 AS PER RCF-88-0754 ITEM ALT'A',
99,60981414,INJECTION MOULDED SAILENT BLOCK TYPE B,
5,60981420,HELICAL SPRING FOR BOLSTER SUSPENSION.,"RDSO SPECIFICATION NO: F-O-5-002,ALT-K/10"
1,60981426,ADAPTOR FOR CHUTE SUSPENSION TO IS: 2062/92 AND DRG. NO. MISC SK NO. 3449 ALT NIL.,
3,60981426,SILK SCREEN NOTICE PLATE,
5,60981426,"HELICAL SPRING FOR BOLSTER SUSPENSION.SPECN,NO-F-05-002,ALT-K/10",RDSO SPECIFICATION NO:
7,60981426,"PIN WITH COLLAR FOR BOGIE BOLSTER SUSPENSION TO ICF DRG NO:WLRRM-0-5-003, ITEMS-11 AND 13, ALT:F/8.",
8,60981426,KIT BRACKET BOLT ANCHORLINK AC,
9,60981426,CHUTE ARRANGEMENT FOR WASH BASIN OUTLET IN FIRST CLASS LAVATORY TO ICF DRG. NO. F-6-3-053 ALT. S/30 COL.NO. III. NOTE :- MATERIAL AS PER IS:1079 GRADE `0' WITHOUT CU BEARING IS ACCEPTABLE FOR LUG.,
15,60981426,FILTER FOR DIRT COLLECTOR,
24,60981426,Z-BASE MOULDING 1.6X55X1790 AS PER RCF-88-0754 ITEM 2 ALT 'A',
1,60981438,BELT TENSION BRACKET ASSEMBLY (MODIFIED) FOR 25 KW ALTERNATER,
3,60981438,"NOTICE FOR LAVATORIES TO SPECIFICATION MILD STEEL SHEET, 1.6MM THICK, WITH VITREOUS ENEMELING. DRG. NO. RDSO/SK-74005 ALT [ 2 ] AND N.RLY ALT [ A ]",
5,60981438,"CHECK VALVE FOR 100 MM LUBRICATED TAPER VALVE,",MAT. SPECIFICATION NO: IS:2062 FE410WA .
7,60981438,"PIN 31 DIA X 627 WITH COLLAR FOR BOGIE BOLSTER SUSPENSION TO ICF DRG NO:WLRRM-0-5-003, ITEM-11 AND 12, ALT:F/8.",
8,60981438,"WATER TANK MODULE FOR AC COACHES TO RCF DRG. NO.CC-63723,ALT-A, ITEM-1 & 2 IN ASSEMBLED CONDITION.
MATL. & SPECN: AS PER DRAWING",
9,60981438,"AIR DIFFUSING APPANGEMENT AS PER RCF DRG.NO. CC-44258 ALT-'A' MATERIAL OF ITEMS  CONFIRMING TO SS-304 ONLY ALL VISIBLE FRAME BAFFLES, LEVER SHALL BE BRIGHT POLISHED, ITEM SHALL BE APPROVED BEFORE BULK SUPPLY.",
15,60981438,AIR BRAKE TEE FLANGE 20X20X20MM N.B. TO RCF.CC.35336 ALT 'B'.,
24,60981438,J-BASE MOULDING 2.5X75X1800 AS PER RCF-88-0753 ITEM 2,
1,60981440,S.S. FOLDING ARCH HANDLE,IS 6911/99 GRADE 304 S1
5,60981440,"COUPLER ROD  FOR   BCN / BCNA / BTPN,",MATL.& SPEC:- AS PER DRG.
8,60981440,"FIBRE GLASS WINDOW FRAME(INNER) WITH GLASS SHUTTER
(INNER) ARRANGEMENT OF DOUBLE SEALED WINDOW FOR AC COACHES TO ICF DRG. NO.1,5,21,25 &26(COL-I).MATL. & SPECN:AS PER DRAWING WITH LATEST SPECIFICATION AND FOR ITEM NO-1 CONFORMING TO SPECIFICATION NO.0-RDSO/2007/CG-02(REV-1)/FEB'2008.",
9,60981440,"SNACK TABLE FOR A/C CHAIR CAR COMPLATE TO CWM PL'S DRG/NO.C/CF-385/C, ALT 1,MATERIAL CONFIRMATION TO  RDSO SPECN.NO. RDSO/2007/CG-01(APR.07)",RDSOTECPNOC8107
15,60981440,ICF COACHES,
24,60981440,ANGLE MOULDING AS PER RCF/88-0752 ITEM I,
1,60981451,SPLIT COTTER (2 X 12 X 126) DRG.NO. EMU-3-2-048 ITEM 1 ALT.9/D OR LATEST.MATERIAL SPECN:IS:1079.,
7,60981451,"GUIDE PIN WITH TRACTION SLEEVE CONFIRMING RDSO SPEC. NO.07-ABR-92, AMEND-4  TO RDSO DRG.NO.WD-82064-S-03-RC, ITEM 1 & 3, ALT:7",
8,60981451,FILANGE WELDED JOINT 25 BORE,
9,60981451,STEP RAIL LH TO DRG. NO. T-4-1-501 ALT. I/5 ITEM 1.,T-4-1-501 ALT A
13,60981451,STEP RAIL LH TO DRG. NO. T-4-1-501 ALT. I/5ITEM 1.,
15,60981451,"SEALED WINDOW UNIT WITH POLYCARBONATE SHEET (FOR 610 MM X 560 MM WIDE) CONSISTING OF 3 ITEMS IN ASSEMBLED CONDITION TO ICF DRG. NO. ICF/SK3-5-4-013, ALT-C/NIL OR LATEST, RDSO SPECN: C-K404.",
24,60981451,ANGLE MOULDING 1.6X124X1400 AS PER RCF-88-0752 ITEM 1 & 2 ALT 'BR',
1,60981463,COMPENSATING RING,
5,60981463,"FRP INNER FRAME FOR BODY SIDE WINDOW FOR JANASHATABDI (1220X762) MM,",SPECIFICATION NO. AS PER DRG.
8,60981463,"FLANGE WELDED JOINT ( PIPE TO PIPE),  20MM BORE.
DRG. NO. RDSO'S  SK-85187, ALT.4, ITEM 1,2,4,5,6 & 7 IN ASSEMBLED CONDITION AND ITEM-3 (LOOSE PACK).
MTL. & SPECN :- FOR ITEMS 1 & 2 - IS:- 6911 / 1992, AMENDMENT-1, X04CR19NI 9 304 S1, OTHERS AS PER DRAWING.",
9,60981463,STEP RAIL R. H. TO DRG. NO. T-4-1-501 ALT. I/5 ITEM  NO. 2.,T4-1-501ALT-AOR
13,60981463,STEP RAIL R. H. TO DRG. NO. T-4-1-501 ALT. I/5 OR LATEST  MAT & SPEC. ASPER DRG..,
15,60981463,ISOLATING COCK OLP TYPE WITH VENT HOLE FOR BRAKE CYLINDER ONLY(BALL TYPE) FOR BOGIE MOUNTED AB COACHES TO  RDSO DRG NO. 98013 ALT-NIL.,
24,60981463,ANGLE MOULDING AS PER ST-4-3-007 ITEM 24 ALT 'K',
1,60981475,RUBBER PROFILE [SIDE] [FOR MODIFIED A/C WINDOW] RCF DRG. NO. CC 54106.  25 MTRS. LENGTH OF EACH BUNDLE. MATERIAL SPECIFICATION AS PER DRG.,
5,60981475,"FRP INNER FRAME FOR BODY SIDE WINDOW FOR JANASHATABDI (1220X560),","SPECIFICATION AS PER DRAWING,"
8,60981475,"BSS BRACKET ON BOGIE FRAME TO ICF'S DRG. NO.T-0-3-622,ALT-Q/10.MATL. & SPECN: AS PER DRAWING WITH LATEST SPECIFICATION.",
9,60981475,WALL PROTECTOR TO WR-HQ DRG.NO.C/LF-251/H ALT 1 RAW MATERIAL STAINLESS STEEL 1MM THICK TO 18/8 NICKEL CHROME.,
13,60981475,WALL PROTECTOR TO RDSO DRG NO. RDSO-CG-K 6085 ALT. 1,
15,60981475,AIR BRAKE COMMON PIPE BRACKET WITH CONTROL RESERVIOR RDSO DRG. NO. WD-9-7951-S-10 ALT.3.,
24,60981475,ANGLE MOULDING AS PER WFCZ-4-3-007 ITEM 26 E (CC43310),
1,60981487,DOOR STOPPER BOTTOM (M.S.)  DRG.NO. J&T MTN MISC SK.NO.3719.,
5,60981487,"SEALED WINDOW GLASS UNIT FOR 1220X762 MM WIDE,",MATERIAL SPECIFICATION: ICF SPEC.NO: ICF/M/D/SPEC-103.
7,60981487,"COLLAR FOR DIRECT MOUNTED ROLLER BEARING ARRANGEMENT TO ICF DRG NO:T-0-2-628, ITEM:1, ALT: E/4.",
8,60981487,"MODIFIED HDPE CHUTE FIXING ARRGT. TO RDSO'S DRG. NO.CG-K-4011,ALT-1,ITEM NO-1 TO 11 IN ASSEMBLED CONDITION.MATL.& SPECN:AS PER DRAWING",
9,60981487,ERW TUBE FOR ENTRANCE HAND RAIL TO ICF DRG. NO. T-2-6-600 ALT-Z/29 ITEM NO-1,T-26600
15,60981487,"WIRE ROPE STEEL FOR AIR-BRAKE OF 3 MM DIA, ROUND STRAND WITH FIBRE CORE, RH ORDINARY LAY, 6 X 19 CONSTRUCTION WITH TENSILE STRENGTH DESIGNATION 1770 TO IS:3459:2004 TABLE 2 AND GALVANIZING CONFORMING TO TYPE-B OF IS: 1835: 1976.",
24,60981487,BASE MOULDING AS PER FC-4-3-026 ITEM 1 ALT 'H',
1,60981499,"FRAME FOR CONDUCTOR'S BERTH TO DRG. NO. ICF DRG. NO. WGSCWAC-6-1-028, ALT L/2, ITEM NO. 1,2 & 3. MTRL AND SPECN. AS PER DRG.",
5,60981499,"COMPLETE SLIDING DOOR ARRANGEMENT,",MAT. SPECIFICATION - :AS PER DRG.
7,60981499,"BOLT ARRANGEMENT COMPLETE FOR BRAKE HEAD AND BLOCK ASSEMBLY TO ICF DRG NO:T-3-1-801, ITEMS- 8,9,10,11,12,13  AND 14  ALT:E/NIL.",
9,60981499,"SLIDING DOOR COMPLETE (LH & RH) TO ICF DRAWING NO. DD-5-8-001, ALT.F. ALTERNATIVE MATERIAL:-NON COPPER BEARING STEEL  QUALITY IS ACCEPPTABLE IN PLACE OF COPPER BEARING STEEL.",IS-1079/226
15,60981499,ADJUSTER NUT,
24,60981499,"ANGLE FOR FIXING OF WATER TANK FLAP AS PER SE43217 ALT A
PACKING INST. NO. PI002",
1,60981505,CENTRE STIFFENER HALF TO ICF DRG. NO. T-1-2-511 ALT M/30 ITEM NO. 1. MTRL SPECN AS PER DRG.,
2,60981505,"FLAT BACK WASH BASIN, PORCELAIN WHITE TO IS: 2556-1972,PART-IV, FIG.4, WITH AMENDMENT NO.2 OF OCT. 1982, SIZE: 450 MM X 300 MM WITH CP DRAIN GRID  1.1/4"" COUPLING AND FLEXIBLE HOSE OF SUPERIOR QUALITY.",
5,60981505,"BODY SIDE WINDOW ASSY. WITH SLIDING GLASS SHUTTER FOR JANSHATABDI (1220 X 762 WIDE),",SPECIFICATION NO: AS PER DRAWING.
7,60981505,FRP GLASS SHUTTER ASSEMBLY FOR LAVATORY WINDOW  CONFIRMING TO RDSO  SPECN NO.RDSO/2007/CG-02 [REV-1]  TO RDSO DRG NO. SKETCH-KOO46.ALT:1.,
9,60981505,"BATTERY BOX FRONT COVER RH TO ICF DRG. NO. WGFAC- -7-1-029 ALT. L /2, COL.- II.",
10,60981505,WASH BASIN PORCELAIN,
11,60981505,"MAGAZINE BAG FOR NON-AC AND AC COACHES,COLOUR-NYLON NET BLUE.",AS PER DRAWING.
15,60981505,ACTUATING SLEEVE,
24,60981505,ANGLE MOULDING AS PER CC43259,
99,60981505,"FLAT BACK WASH BASIN, PORCELAIN WHITE TO IS: 2556-1972,PART-IV, FIG.4, WITH AMENDMENT NO.2 OF OCT. 1982, SIZE: 450 MM X 300 MM WITH CP DRAIN GRID  1.1/4"" COUPLING AND FLEXIBLE HOSE OF SUPERIOR QUALITY.",
1,60981517,DIVIDING PLATEFOR WASH BASIN,
5,60981517,"WINDOW ROLLER BLIND WITH ROLLER MECHANISM (NON - AC),",MAT.SPEC.- AS PER DRAWING.
9,60981517,BATTERY BOX FRONT COVER LH  TO ICF DRG. NO. WGFAC-7-1-029 ALT. L/2 COL. I.,
11,60981517,ROLLING BACK SECURING CATCH(CHROME PLATED) FOR NON-AC COACHES(CN TYPE).,AS PER DRAWING.
15,60981517,CLUTCH SLEEVE FOR BRAKE REGULATOR (SAB),
24,60981517,COVER MOULDING AS PER CC43260,
1,60981529,"RIB FOR LOWER SPRING BEAM ARRANGEMENT EXTRACT OF ICF DRG. NO. WLRRM -0-5-005-ALT - C, ITEM NO. 4. MTRL AND SPECN AS PER DRG.",
5,60981529,"WINDOW ROLLER BLIND WITH ROLLER MECHANISM (AC),",MAT.SPEC.- AS PER DRG.
7,60981529,"BRAKE BEAM FOR AIR-BRAKE COACHES.DIMENSION 1752MM [DISTANCE BETWEEN TWO HOLES OF DIA 14MM] SHOULD BE EQUISPACED FROM CENTRE LINE ON EITHER SIDES TO ICF DRG NO.T-3-2-804 COL-1, ITEMS-1 TO 5,8,9,10 AND 12 ALT-B/2.",
9,60981529,ALARM PULL HANDLE WITH SRING  CLIP AS PER ICF DRG. NO.ICF/STD-3-5-012 ALT-B ITEM -1&2 AND ICF/STD-3-5-010 ALT-C/4 ITEM NO.2,WFAC-3-5-009
11,60981529,NYLON WIRE BOTTLE HOLDER.,AS PER DRAWING.
13,60981529,ALARM PULL HANDLE TO ICF DRG . NO.ICF/STD -3-5-012 ALT  B OR LATEST,
15,60981529,LEADER NUT FLANGE,
24,60981529,ANGLE MOULDING AS PER WGFSCZAC-4-3-035 ITEM 3 A (CC43261),
1,60981530,"POH KIT FOR ISOLATING COCK FOR C3W DISTRIBUTOR VALVE CONSISTING 4 ITEMS. 1) O RING - SWIL PT. NO. 603701000, SIL PT NO. 08270364, GREYSHAM PT. NO. G/C3W/788689.08 ITEM NO 12/DIA 2.62 X 32.99 - QTY 2 NOS. 2) VALVE ASSEMBLY - SWIL PT NO. 603401000, SIL PT NO. 08379741, GREYSHAM PT NO. G/C3W/192057 - QTY. 01 NO. 3) SPRING - SWIL PT NO. 603805000, SIL PT NO. 08271101, GREYSHAM PT NO. G/C3W /192058, QTY - 01 NO.  4) RING GASKET - SWIL PT NO. NIL, SIL PT NO. 08585501, GREYSHAM PT NO. G/C3W/788689,08 ITEM NO. 04/DIA 1.88 X 9.25, QTY - 2 NOS.",
3,60981530,NOTICE PLATE FOR PRECTN FIRE,
5,60981530,"LAVATORY DOOR FOR ICF COACHES,",MAT. SPEC.- AS PER DRG.
7,60981530,"RUBBER SPRING SETS FOR DRAW GEAR [EACH SET CONSISTS OF 14 SPRING ELEMENTS] CONFORMING TO RDSO SPEC.C-9501 [REV-3] TO RDSO DRG.NO.RDSO/SK-K3004, ALT.-NIL.",
8,60981530,STRIKING PLATE(ICF)(1400X215MM,
9,60981530,LOCKING ARRANGEMENT FOR SNACK TABLE TO DRG.NO.WTAC 3-6-1-314 ALT.A/5,
11,60981530,SAFETY WIRE ROPE FOR  BRAKE BEAM,---
15,60981530,EAR ADJUSTER WITH BUSHING,
24,60981530,Z-BASE MOULDING AS PER MG/SDC-4-3-202 ITEM 16 ALT'AR,
