"ITEM_CODE","DESCRIPTION"
"3098","SET OF BRASS BODY CHROME PLATED SINGLE LEVER CONCEALED WALL MIXER FOR BATH/SHOWER FOR HOT and COLD WATER MIXING WITH MECHANISM.ONE SET IS HAVING 02 ITEMS. 1.WALL FLANGE AS PER JAGUAR MODEL NO. ORM-10079K OR KOHLER MODEL NO.K 16316 IN-4FP-CP .QTY : 1 NO.2. MECHANISM AS PER JAGUAR MODEL NO. ALD079 OR KOHLER K-8821N-CP QTY- 01 NO."
"3098","Hard wood packing size 2feet x 1 feet x 12 inch recessed both the ends bonded with 25mm width x 4mm thickness M.S. strip. Make in wood. DHURSHANI/TAMARIND/SALWOOD."
"3098","Nut lock for BOBRN wagon to Drg.No.WD-92081-s-57, Alt-10,item-12."
"3098","Hard wood packing size 3feet x 1 feet x 12 inch recessed both the ends bonded with 25mm width x 4mm thickness M.S. strip. Make in wood. DHURSHANI/TAMARIND/SALWOOD."
"3098","Hard wood packing size 2feet x 1 feet x 1 inch recessed both the ends bonded with 25mm width x 4mm thickness M.S. strip. Make in wood. DHURSHANI/TAMARIND/SALWOOD."
"3098","Set of gas cutting torch length 44 inch,one set hose coupling nut and nipple of size5/16 inch and one set 5/64 inches two seat cutting nozzle made of forged brass as per ISI:7653/1975 and ISI Marked . Make : ESAB/SWC/MESSERS."
"3098","Nibbler machine similar to BOSCH make model no. GNA 3.5 as per the specification. make : BOSCH or HITACHI or MAKITA. offers received from OEM or its authorized dealers only will be considered for acceptance."
"3098","GASKET FOR INLET HATCH ITEM NO.14 AS PER RDSO DRAWING NO. WD/07054/S-13"
"3098","Rake testing rig Similar to escorts Drg.No. 3KB 3032 Drawing attached."
"3098","Single car testing rig similar to Escorts Drawing no. 3KB 1944. Drawing attached."
"3098","BOGIE FRAME ARRANGEMENT FOR DEMU 700hp COACHES TO ICF DRG NO. DMU/DPC-0-3-009,COL-I,ALT-F. Note: RCF/ICF approved sources only will be concedered."
"3098","Induction Heater for Axle Box As per Enclosed Specification "
"3098","Nibbler machine similar to BOSCH make model no .GNA 2.5 as per the specification : Make : BOSCH or HITACHI or MAKITA only."
"3098","Manufacturing Assembling and supply of junction boxes as per the enclosed Drawing No. WB/SNF/02/2016. Specification : 1.Junction box shall be prepared with MS sheet of 18 gauge to the size of 300 x 200 x 200mm with front side door provided with hinges The box shall be provided with three iron strips to enable to fix hylam sheet of size 170 x 80 x 12mm thick. Hylam sheet shall be fixed with two female adaptors to suit 120mm square area cables with a withstanding capacity of 800amps current of make : well spring, ador fontech, Panasonic or ESAB only. 2.bottom of the box is to welded with one no. of MS pipe of 100mm in diameter and 1000mm long. 3. Entire box shall be painted with primer anti- corrosive red oxide and finishing with silver paint."
"3098","Manufacturing Assembling and supply of junction boxes as per the enclosed Drawing No. WB/SNF/01/2016. Specifications : 1.Junction box shall be prepared with MS sheet of 18 gauge to the size of 600 x 200 x 200mm with front side door provided with hinges The box shall be provided with three iron strips to enable to fix hylam sheet of size 500 x 80 x 12mm thick. Hylam sheet shall be fixed with two female adaptors to suit 120mm square area cables with a withstanding capacity of 800amps current of make : well spring, ador fontech, Panasonic or ESAB only. 2.bottom of the box is to welded with MS pipes of 4 inches in diameter and 1000mm long. 3. Entire box shall be painted with primer anti- corrosive red oxide and finishing with silver paint."
"3098","RUBBER KIT FOR ESCORTS MAKE EP BRAKE VALVE SUB ASSEMBLIES,PRESSURE LIMITING VALVE, TRIPPLE VALVE AND STABILIZING VALVE CONSISTING OF 23 ITEMS AS PER PART LIST ATTACHED."
"3098","Air Portion complete consisting of self lapping cylinder, Poppet valve Group of Wasf Make EP Brake controller type D74888/4, Part No. D.74889/1."
"3098","MAINTENANCE KIT FOR WSF MAKE FEED VALVE PRV , TYPE F OF ED-6 WSF MAKE EP BRAKE CONTROLLER CONSISTING OF 23 ITEMS AS PER DETAILED PART LIST as per attachment."
"3098","POH KIT FOR WSF MAKE 1/2 INCH SOFT SEATED CHECK VALVE CONSISTING OF 03 ITEMS. AS PER THE DETAILED PART LIST MENTIONED in the attachment."
"3098","Maintenance Kit for WSF Make EP Brake controller consisting of 20 items as per attachement."
"3098","HKE Variable speed Belt 1.1/16 inches x51 inches Length to NESCO Part NO. B-5979 suitable for Coil Spring Shot Peening Machine Model: 1036 RA 108 MAKE: NESCO."
"3098","7 ltrs. capacity Wet grinder with 1 HP Motor. Make: Laxmi, Santha. Specification : 1. Model type : conventional 2. capacity : 7 ltrs 3.stones : one 4. warranty : one year 5. phase : Three 6. Drum material : stainless steel 7. colour : white."
"3098","Mattresses coir with foam cushion .Size : 75 x 36 x 4 coir : 03 inches Foam : 01 inch Thickness Model : KURLON or Sleep well or DUROFLEX or PUREREST NOTE: Firm should quote for only above mentioned make only. Offer received for other brands will be summarily rejected"
"3098","Mattresses coir with foam cushion .Size : 75 x 36 x 4 coir : 03 inches Foam : 01 inch Thickness Model : KURLON or Sleep well or DUROFLEX or PUREREST. NOTE: Firm should quote for only above mentioned make only. Offer received for other brands will be summarily rejected"
"3098","Multi function printer cum fax machine similar to model no : HP officejet pro 6830e-all-in-one printer of make : HP specifications : 1. Functions : print,copy,scan.fax.2. print technology : thermal inkjet . 3. Duty cycle monthly, A4 : UP TO 15000 pages.4.print colors : yes. 5. Duplex printing : Automatic standard .6. print speed black normal., A4 : up to 18 ppm 7. scan resolution,optical : up to 1200 dpi.8. fax resolution : up to 300 x300 dpi.9. processor speed : 500 MHz min ."
"3098","1/4 inch flexible hose with adaptor to ESCORTS Drg.No: 3KB 5236 or similar."
"3098","Aluminum ferrule of size 25mm length x 9mm outer dia. thickness-1mm"
"3098","Anti pilferage device for Knuckle pivot pin,length of flat 120 mm, width of flat 20 mm, thickness of flat 3 mm to material specification IS : 1079."
"3098","Vinyle stickers pasted on Acrylic sheet Transparent in coaches as per Drg.No.SC/Chg/Misc./01/2015 Rev.00 S.No.8"
"3098","SILICON SEALANT CURE BLACK COLOUR IN 300 ML/400 GM CARTRIDGE.MAKE : DOWCORNING AS-7081 OR SIMILAR IN ANABOND, SILASTIC PIDILITE.."
"3098","Air cooler with trolley stand.make : Symphony model no. JUMBO or equivalent. specifications : 1. water tank capacity : 51 litrs . pluse or minus 5 ltrs 2. Motor speed : 1400 RPM 3. Air deflection system : 4 way. 4. Speed control : 3 speed 5. Dimensions W X DX H : 655mm x 634mm x 773mm approx 6. Operating voltage : 110-230 volts 7. Wattage : 180W approx 8. Air delivery : 4000 M3/hr approx 9. Body material type : ABC plastic 10.Warrant : 24 months 11.Mosquito net/ Dust filter should be provided."
"3098","ISI marked dry and wet bulb type psychrometer as per IS : 5725/1970: Grade A ."
"3098","Hand held Speed gun. Make: Bushnell, Model: Velocity 101911 or similar. Technical specifications- Accuracy: /-2KMPH, Speed ball: 16-177 KPH 27 meters approx , Auto racing car: 10-200MPH 1500 feet away , 16-322MPH 457 meters away , Size: 109 x 213 x 152mm approx , Weight : 539g, approx Battery type: c 2 Alkaline."
"3098","VALVE Assembly 105 CR3 for chicago pneumatic air compressor. OEM part no. 1903254390 ."
"3098","SET OF MAINTAINCE SPARES CONSISTING OF SEVEN ITEMS FOR CHICAGO PNEUMATIC AIR COMPRESSOR SPECIFICATION IS ENCLOSED."
"3098","PERMANENT MAGNETIC YOKE WITH LIFTING CAPACITY 18 KGS ALONG WITH TEST CALIBRATION CERTIFICATE FROM GOVT.APPROVED SOURCES VALID FOR ONE YEAR. SPECIFICATION : Minimum lifting capacity at maximum pole spacing : 18 kgs. Max.pole distance : 100mm plus or minus 10mm. Min. pole distance: 75 mm plus or minus 10 mm."
"3098","OVERHAULING KIT FOR EMERGENCY APPLICATION VALVE WSF MAKE CONSISTING OF 04 ITEMS AS PER DETAILED PART LIST attached."
"3098","Mattresses coir with foam cushion .Size : 75 x 36 x 4 coir : 03 inches Foam : 01 inch Thickness Model : KURLON or Sleep well or DUROFLEX or PUREREST. NOTE: Firm should quote for only above mentioned make only. Offer received for other brands will be summarily rejected"
"3098","Mattresses coir with foam cushion .Size : 75 x 36 x 4 coir : 03 inches Foam : 01 inch Thickness Model : KURLON or Sleep well or DUROFLEX or PUREREST. NOTE: Firm should quote for only above mentioned make only. Offer received for other brands will be summarily rejected"
"3098","Multimedia projector with storage media port integrated in projector. Resolution: 1024 x 768 XGA, ANSI Lumen: 3000. Make: Canon/Toshiba/Epson."
"3098","Multimedia projector with storage media port integrated in projector. Resolution: 1024 x 768 XGA, ANSI Lumen: 3000. Make: Canon/Toshiba/Epson."
"3098","Mattresses coir with foam cushion .Size : 75 x 36 x 4 coir : 03 inches Foam : 01 inch Thickness Model : KURLON or Sleep well or DUROFLEX or PUREREST. NOTE: Firm should quote for only above mentioned make only. Offer received for other brands will be summarily rejected"
"3098","Zero Friction Mono Rail System As per enclosed specification, terms and condition and drawing ."
"3098","Stainless Steel Inlays for Western Style lavatory to ICF Drg. No. ICF/STD-4-1-002, Col-XI, alt:x/2. Note: Participate in the tender valid approved by ICF Vendors only ."
"3098","Lower Spring Beam arrangement for SG AC coaches to ICF Drg No. WLRRM-0-5-006, Col-I, Alt-e."
"3098","PERMANENT MAGNETIC YOKE WITH LIFTING CAPACITY 18 KGS ALONG WITH TEST CALIBRATION CERTIFICATE FROM GOVT.APPROVED SOURCES VALID FOR ONE YEAR. SPECIFICATION : Minimum lifting capacity at maximum pole spacing : 18 kgs. Max.pole distance : 100mm plus or minus 10 mm. Min. pole distance: 75 mm plus or minus 10 mm."
"3098","Combined set pf tools for coaching stock maintenance. specification attached."
"3098","ISI marked dry and wet bulb type psychrometer as per IS : 5725/1970: Grade A ."
"3098","Centre pivot pin with shackle lock,lock pin and washer for BLC wagon as per RDSO Drg No. CONTR-9404-S-8,Alt.1,Item Nos.2,3,4,5."
"3098","1/4 inch flexible hose with adaptor to ESCORTS Drg.No: 3KB 5236 or similar."
"3098","Waste paper basket plastic upper dia 27cms bottom dia 19 cms over all height 30 cms upper frame flat with 1 cm width minimum 2 mm thickness sheet mesh upto 3/4 portion."
"3098","GM vertical non-return valve as per IS:778 Class-I screwed ends with ISI marked, Size: 20mm. Make: Zoloto/Leader/Audco. Specifications : A. SIZE 20 MM B.INTEGRAL SEAT C. INSIDE SCREW /SCREWED TYPE D. CLASS - 1 E. LIFT TYPE F. GUN METAL LEADED IN BRONZE OR BRASS"
"3098","Hand Brake Wheel for BOXNHL wagon to RDSO Drg.No: WD-05086-S-10, Item - 33, Alt-5, Ref Drg.No.WD-96031-S-01."
"3098","Pallet Rack F type as shown in DRG NO. SCR/LGD/M and P/DRG No.0159 As per enclosed specification ."
"3098","Distributor valve complete for BLC Wagon to Drg.No.CONTR-9405 S-13, Item No.20, Alt. 11 or latest to Specn.No.02-ABR-02 with Amendment No.3 and Appendix A1 and A2."
"3098","Flat chisel as per IS:5663/1970 or IS: 402/1990. Product No.1046, Size: 150mm length and cutting edge 20mm of Taparia make or equivalent in Everest or Mekaster makes."
"3098","Supply of steel almarah of 18 gauge with powder coated paint of size 6 1/2 feet height x 3 feet length x 18 1/2 inches width with provision of five shelves."
"3098","Hammer with handle ball pein type as per IS:841/1983. Product No.WH-800B/C, of 2 pounds approx 800gms of Taparia make or equivalent in Everest or Mekaster makes."
"3098","Gun Metal Vertical Non-return valve screwed female ends as per IS:778 Class-I with ISI marked, Size:25mm. Make: Zoloto/Leader/Audco/HB. Specifications: a. size : 25 mm b. integral seat. inside screw /screwed type d.class-1 e. lift type f. Gun metal leaded in bronze or brass."
"3098","BOGIE BOLSTER ARRANGEMENT FOR DEMU 700hp COACHES TO ICF DRG NO.DMU/DPC-0-4-001,COL-I, ALT-m/8. Note:- offers of RCF/ICF Approved sources only will be considered."
"3098","BOGIE BOLSTER ARRANGEMENT FOR DEMU 700hp COACHES TO ICF DRG NO.DMU/DPC-0-4-001,COL-I,ALT-m/8. Note:- Offers of ICF/RCF Approved sources only will be considered."
"3098","BOGIE FRAME ARRANGEMENT FOR AIR SPRING SUSPENSION BOGIE FOR DEMU 1400hp-NON AERO DYNAMIC COACHES TO ICF DRG NO.DMU/DPC5-0-3-501, COL-I,ALT-w/5. Note:- Offers of RCF/ICF Approved sources only will be considered."
"3098","BOGIE BOLSTER ARRANGEMENT FOR AIR SPRING BOGIE WITH STRAIGHT WEBS FOR DEMU 1400hp-NON AERO DYNAMIC COACHES TO ICF DRG NO. DMU/DPC5-0-4--094, COL-I,ALT-d. Note:- Offers of ICF/RCF Approved sources only will be considered."
"3098","Supply of steel almarah of 18 gauge with powder coated paint of size 6 1/2 feet height x 3 feet length x 18 1/2 inches width with provision of five shelves."
"3098","Supply, installation and commissioning of Kitchen hood Kitchen chimney along with all required material for installation. Model: AKH 900 SL SKU Code 41615 of Prestige or similar. Make: Prestige, Gilma, Sunflame, Hindware."
"3098","Supply, installation and commissioning of Kitchen hood Kitchen chimney along with all required material for installation. Model: AKH 900 SL SKU Code 41615 of Prestige or similar. Make: Prestige, Gilma, Sunflame, Hindware."
"3098","Front Half Open Cage Pallet as shown in DRG no. SCR/LGD/M and P/DRG No.0155 As per enclosed specification ."
"3098","Supply, installation and commissioning of Kitchen hood Kitchen chimney along with all required material for installation. Model: AKH 900 SL SKU Code 41615 of Prestige or similar. Make: Prestige, Gilma, Sunflame, Hindware."
"3098","Short Body Bib cock as per Jaquar Model No. CON-54 or Hindware. Foam type ."
"3098","Integrated Test Bench for Air Spring Suspension Control Equipment Leveling valve and Duplex check valve As Per enclosed specification "
"3098","POH KIT FOR APPLICATION AND HOLDING MAGNET VALVE OF WSF MAKE EP BRAKE VALVE CONSISTING OF 12 ITEMS AS PER DETAILED PART LIST MENTIONED OVERLEAF."
"3098","Combination insulated pliers with thick C.A Sleeve as per IS:3650/1981. Design No.178415, Product No.1621-8, Size: 8 inches/210mm of Taparia make or equivalent in Everest or Mekaster makes."
"3098","Snubber Spring BLC to IS: 3195 GR.52 CR.4 MO2V Specn.WD-01-HLS-94 TO Drg.No.CNTR 9404-S-7, Item No.3, Alt.7 or latest."
"3098","Rail Jumper with clamp at both ends with 13 metres copper cable as per Drg.No.RE/DNR/EL/TP/07."
"3098","Rail Jumper with clamp at both ends with 13 metres copper cable as per Drg.No.RE/DNR/EL/TP/07."
"3098","Supply, installation and commissioning of Kitchen hood Kitchen chimney along with all required material for installation. Model: AKH 900 SL SKU Code 41615 of Prestige or similar. Make: Prestige, Gilma, Sunflame, Hindware."
"3098","Set of components required for assembly of the porcelain commode. Set consisting of 4 items to ICF Drg.No. ICF/DEV/SK-6-3-160 items 4,5,6,7, 1 rubber bush to drg.no.SK-6-3-225,Item-1, 2 special pipe 20mm to drg No..ICF/SK-6-3-226,Item1, 3 Hexagonal pipe nut to drg.no. ICF/SK-6-3-226,Item - 2 4 steel ferrule dia 55x3.2,to Drg.No. 6-3-160,Item -7."
"3098","Screw drivers C.A transparent green handle as per IS:844/1979. Design No.177211, Product No.829, Size: 300mm x 8mm blade dia of Taparia make or equivalent in Everest or Mekaster."
"3098","10 ltrs. capacity Wet grinder with 1.5 HP Motor. Make: Laxmi, Santha. Specification : 1. MODEL TYPE : CONVENTIONAL 2. CAPACITY : 10 LTRS 3. STONES : ONE 4. WARRANTY : ONE YEAR 5. PHASE : THREE 6. DRUM MATERIAL : STAINLESS STEEL 7. COLOUR : WHITE."
"3098","Supply of steel almarah of 18 gauge with powder coated paint of size 6 1/2 feet height x 3 feet length x 18 1/2 inches width with provision of five shelves."
"3098","ISI marked horizontal non-return valve confirming to IS:778. Make : ZOLOTO,LEADER,AUDCO,HB Specifications : a.size 40 mm, b. Body : Leaded Tin Bronze. c. Bonnet/cover : leaded tin bronzed. d. integral seat e. inside screw/screwed female ends f. class-I g.lift Type"
"3098","set of consumables suitable for existing 50 LPH RO plants at SNF, BIDR and PRLI crew lobbies. Each set consisting of 1.PP Fitter - 12 Nos,2. Carbon filter - 04 nos, 3.Ct filter - 04 nos, 4. Anti- Scalant - 12 nos."
"3098","SAB A dimension gauge size: 70mm - 71mm - 72mm. Material tool steel to IS:3748/90, hardness-50/55 HRC."
"3098","Foldabe bottle holder to ICF Drg.No. ICF/STD-4-018, Alt.h/3."
"3098","BOGIE FRAME ARRANGEMENT FOR DEMU 700hp COACHES TO ICF DRG NO. DMU/DPC-0-3-009,COL-I,ALT-F."
"3098","BOGIE FRAME ARRANGEMENT FOR DEMU 700hp COACHES TO ICF DRG NO. DMU/DPC-0-3-009,COL-I,ALT-F. Note: RCF/ICF approved sources only will be concedered."
"3098","BOGIE FRAME ARRANGEMENT FOR DEMU 700hp COACHES TO ICF DRG NO.DMU/DPC-O-3-009,COL-I, ALT-f. Note RCF/ICF approved sources only will be considered."
"3098","ASSEMBLY OF NOSE SUSPENSION DEVICE FOR 1400HHP DEMU COACH MOTOR SUSPENSION UNIT TO CGL PART NO: 760242272 OR BHEL PART NO. 428150001."
"3098","ISI Marked Vertical NRV Check Valve confirming to IS : 778/1984 with following specifications : a . size : 15 mm ,b . integral seat, c . inside screw/ Screwed type, d class - 1, e . lift type"
"3098","7.2 VOLT, 2300 mAH Li-ion RECHARGEABLE BATTERY SUITABLE FOR 5 WATT WALKIE - TALKIE MODEL NO TID TD-V 30 VHF SET. MAKE: TID, HYT, MOTOROLA, KENWOOD."
"3098","TARE TIE ROD GAUGE FOR A-CAR BLL WAGON , SIZE 920 MM, MATERIAL TOOL STEEL TO IS 3748/90, HARDNESS- 50/55 HRC."
"3098","Wash basin ceramic wall hung type size : 460 L X 340 W X 180 H mm similar to RAASI cat No : 81036 with west coupling . Make : RAASI/HINDWARE/PARRYWARE. Colour : White."
"3098","Double acting air cylinder for door operating mechanism of BOBRN Wagons as per RDSO Drg.No.WD-92081-S-54 Alt.1. Terms and condition : 1. Warranty : 12 months from date of supply. 2. Manual : To be supplied. 3.Packing : Shall be in seal pack and jointly opened and tested in the presence of consignee. 4.Replacement with new instrument in case of not repairable during the warranty period."
"3098","Polythene garbage cover of size 24 inches x 36 inches above 40 microns thickness. specification : as per CPCB and APPCB guide lines."
"3098","Liner set for sider bearer of BLC wagon to Drg No.CONTR-9404-S-15, Item Nos 4,5, 6 and 7, Alt.12 or latest."
"3098","TARE TIE ROD GAUGE FOR B-CAR BILL WAGON , SIZE 916MM, MATERIAL TOOL STEEL TO IS 3748/90, HARDNESS - 50/55."
"3098","Zero Friction Mono Rail System As per enclosed specification, terms and condition and drawing ."
"3098","BOGIE FRAME ARRANGEMENT FOR DEMU 700hp COACHES TO ICF DRG NO.DMU/DPC-O-3-009,COL-I, ALT-f."
"3098","Integrated Test Bench for Air Spring Suspension Control Equipment Leveling valve and Duplex check valve As Per enclosed specification "
"3098","Integrated Test Bench for Air Spring Suspension Control Equipment Leveling valve and Duplex check valve As Per enclosed specification "
"3098","TOILET DOOR RUBBER STOPPER AS PER DRG. NO. ICF/STD-6-3-018."
"3098","N1 Reducing valve and double check valve assembly for BLC wagons Specification : As per faiveley part No. 780268900 or similar."
"3098","Mixer grinder equivalent to model no : stallion DX 600 of Kenstar or equivalent. Specification : a. 600 watts, b. working voltage: 230 volt, 50 Hz c. 3 jars with stainless steel blades. Make : Kenstar, philips,usha lexus."
"3098","PTMT piller cock foam flow type, size : 15 mm Italian series model cat No:130-I. Make : PRAYAG or BLUES or WATERFALL model No : WF-100 Blues model No.55."
"3098","Clamping arrangement for Securing of Air Brake Pipes on Bogie Frame consisting of 04 items as per detailed part list and drawing numbers mentioned overleaf."
"3098","Galvd. Bracket 3.15x30x259 for clamping flush pipes to ICF Drg. No. FC-6-3-055, Item - 8, Alt-p/43."
"3098","Flap Door Chainless cotter for BOXNHL wagon to RDSO Drg.No.W/DW-297, ALT.1."
"3098","steam iron box model no.1920 of Philips make : Philips, Bajaj or USHA lexus."
"3098","Stainless steel Commercial quality - SS304 mug with chain and rings to ICF Drg. No. ICF/SK-6-3-481, alt.e/nil, Col-I, items-1, 6 and 7."
"3098","POH KIT FOR APPLICATION AND HOLDING MAGNET VALVE OF WSF MAKE EP BRAKE VALVE CONSISTING OF 12 ITEMS AS PER DETAILED PART LIST MENTIONED OVERLEAF."
"3098","Wearing plate for side bearer to Drg.No. T-0-5-648 or latest."
"3098","Hardwood packing size 2 feet x 1 feet x 2 inch recessed both the ends bonded with 25mm width x 4mm thickness M.S strip. make in wood: DHURSHANI/TAMARIND/SALWOOD."
"3098","Hard wood packing size 2feet x 1 feet x 12 inch recessed both the ends bonded with 25mm width x 4mm thickness M.S. strip. Make in wood. DHURSHANI/TAMARIND/SALWOOD."
"3098","Hard wood packing size 2feet x 1 feet x 1 inch recessed both the ends bonded with 25mm width x 4mm thickness M.S. strip. Make in wood. DHURSHANI/TAMARIND/SALWOOD."
"3098","Supply fixing and testing of intermediate worn wheel profiles 21,23,24,26 and 28mm flange thickness and checking gauges for CNC surface wheel lathe. The detailed particulars of set is attached."
"3098","Hard wood packing size 2feet x 1 feet x 4 inch recessed both the ends bonded with 25mm width x 4mm thickness M.S. strip. Make in wood. DHURSHANI/TAMARIND/SALWOOD."
"3098","Hard wood packing size 3feet x 1 feet x 12 inch recessed both the ends bonded with 25mm width x 4mm thickness M.S. strip. Make in wood. DHURSHANI/TAMARIND/SALWOOD."
"3098","OVERHAULING KIT FOR EMERGENCY APPLICATION VALVE WSF MAKE CONSISTING OF 04 ITEMS AS PER DETAILED PART LIST attached."
"3098","Male thread connector C of size : 1216 x 1/2 as per RDSO SK-K2029 NOTE NO.4 Specification : 12 mm inner dia/16 mm outer dia composite internal seal fitting similar to KITEC make."
"3098","Supply of conductor s Berth to Drg.No. WGSCWAC-6-1-029 of ICF. Note:-To be procured from RDSO Approved sources only as per vendor directory AM-M.7.1.1. of page 57 to 221, item No. 65. Note:- Offers of RDSO Approved sources only will be considered."
"3098","Supply fixing and testing of intermediate worn wheel profiles 21,23,24,26 and 28mm flange thickness and checking gauges for CNC surface wheel lathe. The detailed particulars of set is mentioned below. 1 . 21mm flange thickness worn wheel profile gauge LH-01no, RH-01 no and 21mm flange thickness worn wheel profile checking gauge LH-01no., RH-01 no. 2 . 23mm flange thickness worn wheel profile gauge LH-01no, RH-01 no and 23mm flange thickness worn wheel profile checking gauge LH-01no., RH-01 no. 3 . 24mm flange thickness worn wheel profile gauge LH-01no, RH-01 no and 24mm flange thickness worn wheel profile checking gauge LH-01no., RH-01 no. 4 .26mm flange thickness worn wheel profile gauge LH-01no, RH-01 no and 26mm flange thickness worn wheel profile checking gauge LH-01no., RH-01 no. 5 .28mm flange thickness worn wheel profile gauge LH-01no, RH-01 no and 28mm flange thickness worn wheel profile checking gauge LH-01no., RH-01 no."
"3098","BRACKET FOR ANCHOR LINK TO ICF DRG NO. T-0-4-613.COL II.AIT-q /10"
"3098","POH Kit of isolating valve and reducing valve of WSF make Brake Valve. Set consists of 29 Hardware Items as per detailed list attached sent through mail to your mail ID."
"3098","POH kit for EP brake valve Air portion Set of 08 hard ware items of M/s WSF make 1 Washer splinded shaft A70294/1- 01 No 2 Spring for friction device Part No. A87824/31 -01 No 3 Cam Roller Part No.J701181/1 -01 No 4 Exhaust Choke Part No. A 70205/117- 01 No 5 Oil retaining bush for valve body lower Part No.IA 70319- 01 No. 6 Insulating strip Part No. A88617/1 - 01 No 7 Insulating base Part No. A88615/1 -01 No 8 Double contact Part No. A88616/1 - 01 No"
"3098"," G type door gear complete set consisting of 2 items, 1 Aluminium top amount channel 2mm thickness, 6 feet length. 2 Sliding door fitting Ball bearing type "
"3098","POH kit for Equalising discharge valve of M/s. WSF make set of 22 items as per detailed part list given in the annexure mailed to your mail id."
"3098","Horn single tone-low suitable for Elgi make Part No. S07026 or its equivalent"
"3098","PTFE Sealing ring for ball valve 5 to RDSO Drg.No.CG-11089, Item-6, Alt.2."
"3098","TOILET DOOR RUBBER STOPPER AS PER DRG. NO. ICF/STD-6-3-018."
"3098","Supply and Fitment of Thread Chaser aChuck - 12 inches dia with Lock Plate Szie - 10 inches dia complete with Thread Chaser set, suitable for Threading Machine Mode3l: CMT-PT-50 of Continental Machine Tools Make: MAKSON/VARUN/Continental Machine Tools. Details given in the attachement mailed to email ID of likely sources ."
"3098","BATTERY BOX COMPLETE FOR MAINTENANCE FREE BATTERIES VRLA BATTERIES NPP SIDE FOR SG AC COACHES TO RCF DRG. NO. CC 91170, ALT-F"
"3098","Anabond A-540 structural adhesive"
"3098","Back rest cum berth holding bracket smooth finish and chromium plated for CN coaches to SCR Drg. No. PD/TPYS/SCR Drg. No. C and W-99, Alt Nil"
"3098","Horn single tone-high suitable for Elgi make Part No. S007027 or its equivalent"
"3098","SS.Hex head bolt complete for fitment for P-Trap on DRDE Bio-toilet tanks for conventional SG Coaches consisting of 3 items 1 SS.Hex.Bolt M8 x 25 percent u2013 5.6 to IS:1364, Part-1 CE. 2 SS.Hex Nut M8 A2-70 to IS:1367, Part-14 to IS:1364 Part-3 percent u2013 2002. 3 Spring washer B8 to IS: 3063-1994 and Coating to MDTS-057."
"3098","SUPPLY, STITCHING OF CURTAIN CLOTH EQUIVALENT TO GM MAKE COLLECTION BINGO DESIGN- DECCAN WITH HIGHLET MODEL AS PER SAMPLE AVAILABLE IN THE OFFICE OF SR.DME/CO-ORD/SC. WIDTH: 48 INCHES. Dimensions attached."
"3098","Chain for HAND BRAKE UNIT arrangement consisting 5 inks of each link dia 20mm length 60mm and ktotal length of chain 340mm as per ICF Drg.No. ICF/SR/DMU/TC/E-3-4-007 confirming to IS Specification IS: 6216-1982, Gr.T 8 ."
"3098","Pulley for Foot mounted auxiliary alternator of DEMU DPC suitable to KEL Part No.A1006 A ,Type KEL A 18.5 KW ,6 Groove percent C7 Type . Make : KEL/BHEL/Govind spares."
"3098","Bottom Nylon guide for sliding door for SLR Coaches to RCF drg.No. LB 58132,Alt -Nil."
"3098","Lower Rubber Washer for Axle Box Guide Arrangement to Drg. No. EMU/M-0-1-008 , Item -1 ,Alt -s/6."
"3098","Rain coat of Polyester / Nylon with rubberized inside layer consisting of Pant, Shirt with detachable / Non-detachable hood. Colour and size : As per requirement consignee. Make : Duck back, Rainbow, Rastro and Adidas."
"3098","FENNER POLYF V BELT, MODEL - SPC3550 or similar suitable for Chicago Air Compressor."
"3098","Center pivot liner for BLC Wagon RDSO Drg.No. CONTR 9404-S/5,Alt-8 Item No.3."
"3098","Pad Lock one time lock made of hard plastic moulded rectangular cuboid with internal permanent locking arrangement for steel rod as per drawing enclosed.Drg. no: SSE/C and W/SC/SK-001."
"3098","MODIFIED RESTRICTOR ON CBC FOR SLR AS PER RDSO DRAWING NO. CG - 10063, MATERIAL : IS : 8500 - 1991 Gr . Fe . 540."
"3098","Toner cartridge suitable for canon printer NPG 59 Toner canon Copiers IR 2002 or Similar. Note : Delivery phased Manner first 03 No s Supply and after five months Balance qty Supply. To be procured from authorized dealers only."
"3098","Polyster heavy duty Road endless sling of capacity 03 tones, length 1.8 meters with anti abrasive cover along with OEMs test certificate ratio, 5:1. Make: Slingset, Samson, Ferre terro or Spanset ."
"3098","Bogie frame arrangement for EMU Trailer Coaches 180/150 KN Air spring to ICF Drg No. ICF/MRVC/D-0-3-001, col-1 alt-1"
"3098","Diffuser complete for FTL fitting of LHB coaches as RCF Drawing no : LW 76012 Alt - B"
"3098","Office Table Similar to Godrej Make Modal no.1500 with CPU hanger. MAKE:-Godrej or Nilkamal or Featherlite. Specifications :- 1 . Dimensions are in mm approx. : a. Width W : 1500mm, b. Depth D : 750mm, c. Height H : 728mm, 2 . Table Should be Provided with. a. Wooden modesty panel. b. Slots in the top frame for passage of wires. c. A CPU hanger. d. Should contain a 03 drawer unit with lock facility. 3 . ADC is required."
